"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Festive Comet","Nougat (10)","Gouda","-","2.21%","Candy Cane",680
"Festive Comet","Nougat (10)","Gouda","-","1.76%","Ridiculous Sweater",680
"Festive Comet","Nougat (10)","Gouda","-","1.47%","Sporty Ski Instructor",680
"Festive Comet","Nougat (10)","Gouda","-","0.74%","Miser",680
"Festive Comet","Nougat (10)","Gouda","Winter","16.33%","Hoarder",496
"Festive Comet","Nougat (10)","Gouda","Winter","10.08%","Snowflake",496
"Festive Comet","Nougat (10)","Gouda","Winter","8.27%","Gingerbread",496
"Festive Comet","Nougat (10)","Gouda","Winter","7.86%","Snowball Hoarder",496
"Festive Comet","Nougat (10)","Gouda","Winter","7.86%","Toy Tinkerer",496
"Festive Comet","Nougat (10)","Gouda","Winter","6.45%","Triple Lutz",496
"Festive Comet","Nougat (10)","Gouda","Winter","6.45%","Ribbon",496
"Festive Comet","Nougat (10)","Gouda","Winter","5.65%","Destructoy",496
"Festive Comet","Nougat (10)","Gouda","Winter","4.23%","Wreath Thief",496
"Festive Comet","Nougat (10)","Gouda","Winter","3.63%","Toboggan Technician",496
"Festive Comet","Nougat (10)","Gouda","Winter","3.43%","Stocking",496
"Festive Comet","Nougat (10)","Gouda","Winter","3.02%","Missile Toe",496
"Festive Comet","Nougat (10)","Gouda","Winter","2.62%","Christmas Tree",496
"Festive Comet","Nougat (10)","Gouda","Winter","2.42%","Sporty Ski Instructor",496
"Festive Comet","Nougat (10)","Gouda","Winter","2.42%","Ridiculous Sweater",496
"Festive Comet","Nougat (10)","Gouda","Winter","2.02%","Snow Boulder",496
"Festive Comet","Nougat (10)","Gouda","Winter","1.81%","Toy",496
"Festive Comet","Nougat (10)","Gouda","Winter","1.81%","Nutcracker",496
"Festive Comet","Nougat (10)","Gouda","Winter","1.41%","Young Prodigy Racer",496
"Festive Comet","Nougat (10)","Gouda","Winter","1.21%","Miser",496
"Festive Comet","Nougat (10)","Gouda","Winter","1.01%","Candy Cane",496
"Festive Comet","Nougat (10)","Brie","-","19.33%","Hoarder",150
"Festive Comet","Nougat (10)","Brie","-","10.67%","Snowball Hoarder",150
"Festive Comet","Nougat (10)","Brie","-","8.67%","Gingerbread",150
"Festive Comet","Nougat (10)","Brie","-","8.00%","Triple Lutz",150
"Festive Comet","Nougat (10)","Brie","-","7.33%","Ribbon",150
"Festive Comet","Nougat (10)","Brie","-","6.67%","Wreath Thief",150
"Festive Comet","Nougat (10)","Brie","-","6.00%","Toboggan Technician",150
"Festive Comet","Nougat (10)","Brie","-","5.33%","Candy Cane",150
"Festive Comet","Nougat (10)","Brie","-","5.33%","Toy Tinkerer",150
"Festive Comet","Nougat (10)","Brie","-","3.33%","Destructoy",150
"Festive Comet","Nougat (10)","Brie","-","3.33%","Nutcracker",150
"Festive Comet","Nougat (10)","Brie","-","3.33%","Toy",150
"Festive Comet","Nougat (10)","Brie","-","2.67%","Missile Toe",150
"Festive Comet","Nougat (10)","Brie","-","2.67%","Snow Boulder",150
"Festive Comet","Nougat (10)","Brie","-","2.00%","Stocking",150
"Festive Comet","Nougat (10)","Brie","-","2.00%","Sporty Ski Instructor",150
"Festive Comet","Nougat (10)","Brie","-","1.33%","Christmas Tree",150
"Festive Comet","Nougat (10)","Brie","-","1.33%","Young Prodigy Racer",150
"Festive Comet","Nougat (10)","Brie","-","0.67%","Ridiculous Sweater",150
"Festive Comet","Nougat (10)","Pecan Pecorino","-","22.09%","Snow Scavenger",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","10.43%","Snowblower",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","8.81%","Builder",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","5.68%","Snow Fort",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","5.24%","Reinbo",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","5.01%","Nice Knitting",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","4.79%","Stuck Snowball",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","4.43%","Snowglobe",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","4.33%","Elf",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","4.28%","Slay Ride",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","3.86%","Snow Golem Jockey",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","3.64%","Great Winter Hunt Impostor",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","3.26%","S.N.O.W. Golem",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","3.05%","Frigid Foreman",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","2.83%","Free Skiing",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","2.73%","Snow Sorceress",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","2.09%","Borean Commander",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","1.75%","Glacia Ice Fist",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","-","1.68%","Tundra Huntress",6070
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","19.78%","Snow Scavenger",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","8.99%","Snowflake",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","8.66%","Snowblower",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","8.17%","Builder",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","5.22%","Snow Fort",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","4.96%","Stuck Snowball",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","4.66%","Snowglobe",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","4.51%","Reinbo",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","4.29%","Nice Knitting",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","4.07%","Great Winter Hunt Impostor",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","3.62%","Slay Ride",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","3.58%","Snow Golem Jockey",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","3.36%","Elf",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","2.99%","Free Skiing",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","2.80%","Snow Sorceress",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","2.57%","S.N.O.W. Golem",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","2.24%","Frigid Foreman",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","2.01%","Tundra Huntress",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","1.90%","Glacia Ice Fist",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Winter","1.60%","Borean Commander",2680
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","18.91%","Snow Scavenger",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","17.37%","Snow Golem Architect",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","8.17%","Snowblower",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","7.68%","Builder",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","4.86%","Snow Fort",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","4.36%","Stuck Snowball",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","3.88%","Reinbo",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","3.88%","Snowglobe",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","3.74%","Nice Knitting",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","3.56%","Great Winter Hunt Impostor",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","3.29%","Elf",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","3.17%","Snow Golem Jockey",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","2.94%","Slay Ride",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","2.71%","Snow Sorceress",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","2.47%","Free Skiing",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","2.14%","S.N.O.W. Golem",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","2.09%","Frigid Foreman",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","1.97%","Borean Commander",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","1.50%","Glacia Ice Fist",5987
"Festive Comet","Nougat (10)","Pecan Pecorino","Let It Snow","1.32%","Tundra Huntress",5987
"Festive Comet","Nougat (10)","Arctic Asiago","-","11.66%","Hoarder",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","10.08%","Joy",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","6.13%","Snow Boulder",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","4.55%","Gingerbread",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","4.35%","Ribbon",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.95%","Toy Tinkerer",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.95%","Miser",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.75%","Wreath Thief",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.75%","Confused Courier",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.56%","Missile Toe",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.36%","Ridiculous Sweater",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.36%","Sporty Ski Instructor",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.36%","Toboggan Technician",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","3.36%","Young Prodigy Racer",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","2.77%","Toy",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","2.77%","Triple Lutz",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","2.57%","Nutcracker",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","2.57%","Destructoy",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","2.37%","Stocking",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","2.17%","Christmas Tree",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","1.58%","Mouse of Winter Present",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","1.58%","Greedy Al",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","1.38%","Present",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","1.38%","Mouse of Winter Future",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","1.38%","Rainbow Racer",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","1.19%","Scrooge",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","1.19%","Double Black Diamond Racer",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","1.19%","Mad Elf",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","0.99%","Candy Cane",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","0.99%","Snowball Hoarder",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","0.79%","Black Diamond Racer",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","0.59%","Ornament",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","0.59%","Squeaker Claws",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","0.40%","Nitro Racer",506
"Festive Comet","Nougat (10)","Arctic Asiago","-","0.40%","Mouse of Winter Past",506
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","11.57%","Joy",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","8.48%","Hoarder",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","8.48%","Snowflake",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","5.14%","Snow Boulder",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","4.63%","Gingerbread",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","4.37%","Wreath Thief",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","4.37%","Stocking",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","4.37%","Ridiculous Sweater",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","3.86%","Miser",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","3.60%","Sporty Ski Instructor",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","3.34%","Toboggan Technician",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","3.34%","Confused Courier",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","2.83%","Candy Cane",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","2.83%","Present",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","2.83%","Toy Tinkerer",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","2.31%","Christmas Tree",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","2.06%","Missile Toe",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","2.06%","Triple Lutz",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.80%","Nutcracker",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.80%","Young Prodigy Racer",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.80%","Toy",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.80%","Destructoy",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.54%","Snowball Hoarder",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.54%","Nitro Racer",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.54%","Ribbon",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.29%","Squeaker Claws",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","1.03%","Black Diamond Racer",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.77%","Rainbow Racer",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.77%","Mad Elf",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.77%","Mouse of Winter Present",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.77%","Double Black Diamond Racer",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.77%","Greedy Al",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.51%","Ornament",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.51%","Scrooge",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.26%","Mouse of Winter Past",389
"Festive Comet","Nougat (10)","Arctic Asiago","Winter","0.26%","Mouse of Winter Future",389
"Festive Comet","Core","SB+","-","100.00%","Naughty Nougat",197
"Festive Comet","Core","SB+","Winter","96.43%","Naughty Nougat",28
"Festive Comet","Core","SB+","Winter","3.57%","Miser",28
"Festive Comet","Core","SB+","Let It Snow","100.00%","Naughty Nougat",4
"Festive Comet","Core","Gouda","-","98.84%","Naughty Nougat",172
"Festive Comet","Core","Gouda","-","0.58%","Hoarder",172
"Festive Comet","Core","Gouda","-","0.58%","Gingerbread",172
"Festive Comet","Core","Gouda","Winter","100.00%","Naughty Nougat",18
"Festive Comet","Core","Gouda","Let It Snow","100.00%","Naughty Nougat",3
"Festive Comet","Core","Brie","-","94.12%","Naughty Nougat",17
"Festive Comet","Core","Brie","-","5.88%","Hoarder",17
"Festive Comet","Core","Brie","Winter","100.00%","Naughty Nougat",1
"Festive Comet","Core","Pecan Pecorino","-","97.98%","Naughty Nougat",346
"Festive Comet","Core","Pecan Pecorino","-","0.87%","Snow Scavenger",346
"Festive Comet","Core","Pecan Pecorino","-","0.58%","Builder",346
"Festive Comet","Core","Pecan Pecorino","-","0.29%","Elf",346
"Festive Comet","Core","Pecan Pecorino","-","0.29%","Snowblower",346
"Festive Comet","Core","Pecan Pecorino","Winter","96.70%","Naughty Nougat",91
"Festive Comet","Core","Pecan Pecorino","Winter","1.10%","Snow Scavenger",91
"Festive Comet","Core","Pecan Pecorino","Winter","1.10%","Stuck Snowball",91
"Festive Comet","Core","Pecan Pecorino","Winter","1.10%","Snowglobe",91
"Festive Comet","Core","Pecan Pecorino","Let It Snow","94.56%","Naughty Nougat",331
"Festive Comet","Core","Pecan Pecorino","Let It Snow","2.11%","Snow Scavenger",331
"Festive Comet","Core","Pecan Pecorino","Let It Snow","1.21%","Snow Golem Architect",331
"Festive Comet","Core","Pecan Pecorino","Let It Snow","0.60%","Snowblower",331
"Festive Comet","Core","Pecan Pecorino","Let It Snow","0.30%","Nice Knitting",331
"Festive Comet","Core","Pecan Pecorino","Let It Snow","0.30%","Snow Sorceress",331
"Festive Comet","Core","Pecan Pecorino","Let It Snow","0.30%","S.N.O.W. Golem",331
"Festive Comet","Core","Pecan Pecorino","Let It Snow","0.30%","Reinbo",331
"Festive Comet","Core","Pecan Pecorino","Let It Snow","0.30%","Glacia Ice Fist",331
"Festive Comet","Core","Arctic Asiago","-","100.00%","Naughty Nougat",28
"Festive Comet","Core","Arctic Asiago","Winter","88.00%","Naughty Nougat",25
"Festive Comet","Core","Arctic Asiago","Winter","8.00%","Miser",25
"Festive Comet","Core","Arctic Asiago","Winter","4.00%","Gingerbread",25
